5 22	Mary George	transcription	xoxw ga sheʔen ʔey p’ap’î’molh shez man niʔ ʔe kw thichem thichemtigans te t’eshiusem
5 22	John Hamilton Davis	phonetic	[χwoχw gᴧ šiʔɪn ʔiɪ p̀aap̀εεmoɬ šɪtθ man nεʔ ʔə kw θičɪm θičɪmtεgᴧns tə t̀εšyusəm]
5 22	Mary George	translation	‘A long time after that my father was working in the forest behind Sliammon village.’
5 23	Mary George	transcription	p’ap’îm niʔ ʔe kw sheʔen ch’ech’tem ʔe kw q’way’x
5 23	John Hamilton Davis	phonetic	[p̀aap̀εm nεʔ ʔə kw šiʔɪn č̀ɪč̀təm ʔə kw q̀waɪʔχ]
5 23	Mary George	translation	‘He was working there cutting firewood.’
5 24	Mary George	transcription	qajey k’we ʔot ch’ech’tem ʔey naʔa ch’eyewhas kw xasem
5 24	John Hamilton Davis	phonetic	[qᴧǰiɪ k̀wə ʔot č̀ɪč̀təm ʔiɪ naʔᴧ č̀iyiçwᴧs kw χasəm]
5 24	Mary George	translation	‘As he was cutting he heard a rustle.’
5 25	Mary George	transcription	ho k’wetas
5 25	John Hamilton Davis	phonetic	[ho k̀wʊtᴧs]
5 25	Mary George	translation	‘He went to look.’
5 26	Mary George	transcription	jiaqaʔ k’we thilh naʔa walth k’wenewha’nolh
5 26	John Hamilton Davis	phonetic	[ǰyæqᴧʔ k̀wə θεɬ naʔᴧ wᴧlθ k̀wʊnʊçwaanoɬ]
5 26	Mary George	translation	‘It was the very same bullfrog that I had seen.’
5 27	Mary George	transcription	nem’ kw walth nepamihîn k’we ʔaju
5 27	John Hamilton Davis	phonetic	[nᴧmʔ kw wᴧlθ nᴧpᴧmεhεn k̀wə ʔaǰu]
5 27	Mary George	translation	‘Like a frog with a shell, too.’
5 28	Mary George	transcription	tho k’wenewhas, jiaqaʔ kw thotho ʔiʔimash
5 28	John Hamilton Davis	phonetic	[θo k̀wʊnʊçwas ǰyæqᴧʔ kw θoθo ʔεʔεmᴧš]
5 28	Mary George	translation	‘He went and he saw it.’
5 29	Mary George	transcription	qiqiwhtigans niʔs p’ap’îm
5 29	John Hamilton Davis	phonetic	[qεqεçwtεgᴧns nεʔs p̀aap̀εm]
5 29	Mary George	translation	‘Right beside where he was working.’
5 30	Mary George	transcription	papkwatas k’we kw thoho ʔe kw ʔayʔigan naʔa kwayemot
5 30	John Hamilton Davis	phonetic	[papkwatᴧs k̀wə kw θoho ʔə kw ʔayʔεgᴧn naʔᴧ kwayɪmot]
5 30	Mary George	translation	‘He watched (observed) it go into the bush to hide.’
5 31	Mary George	transcription	qwel’ q’wit ʔey naʔa q’waq’wthem
5 31	John Hamilton Davis	phonetic	[qwɔlʔ q̀wεt ʔiɪ naʔᴧ q̀waq̀wθəm]
5 31	Mary George	translation	‘He came down and told (about it).’
5 32	Mary George	transcription	ʔey xwit ʔot na’m ʔot sheʔen she k’wenewha’nolh chianilh
5 32	John Hamilton Davis	phonetic	[ʔiɪ χwεt ʔot naam ʔot šiʔɪn šɪ k̀wʊnʊçwaanoɬ čyεnɪɬ]
5 32	Mary George	translation	‘And it was exactly like the one I saw myself.’
5 33	Mary George	transcription	wha k’we ga texnîwhas kwenas ʔot thilh kwenas tam sheʔen ʔaju
5 33	John Hamilton Davis	phonetic	[çwaʔ k̀wə gᴧ tɔχwnεçwᴧs kwʊnᴧs ʔot θεɬ kwʊnᴧs tam šiʔɪn ʔaǰu]
5 33	Mary George	translation	‘He didn’t know whether it was the same one or some other one, too.’
5 34	Mary George	transcription	tihmot qway.mi.thay.em ʔe shez kwekwpaʔolh chia’mas ʔez whaʔ tawt.an.olh
5 34	John Hamilton Davis	phonetic	[tihmot qwaɪmεθayɪm ʔə šɪtθ kwʊkwpaʔoɬ čyεεmᴧs ʔətθ çwaʔ taʊtanoɬ]
5 34	Mary George	translation	‘I got a great talking-to by my grandfather because I didn’t tell him.’
5 35	Mary George	transcription	kwenas k’we ʔeythayetolh sheʔen, niʔitas, kwenas ʔot chiam’ ʔaju
5 35	John Hamilton Davis	phonetic	[kwʊnᴧs k̀wə ʔiɪθayɪtoɬ šiʔɪn nεʔεtᴧs kwʊnᴧs ʔot čyεmʔ ʔaǰu]
5 35	Mary George	translation	‘Maybe it was my good luck (fortune), he said, maybe it was something else, too.’
note 42	John Hamilton Davis	cited affix	C1V1-	the prefix on kum
note 42	John Hamilton Davis	cited form	kum	go uphill
note 43	John Hamilton Davis	cited form	thichemtigans	forest side of
note 43	John Hamilton Davis	cited form	thichemaxans	forest side of
note 44	John Hamilton Davis	cited form	qomay	snow on ground; age
note 44	John Hamilton Davis	cited form	k’win	how much or many?
note 45	John Hamilton Davis	cited form	jiaqaʔ	unexpectedly
note 46	John Hamilton Davis	cited form	nepamihîn	with a shell
note 46	John Hamilton Davis	cited form	nepamin	shell
note 46	John Hamilton Davis	cited form	xaʔa	butter clam
note 46	John Hamilton Davis	cited form	xaʔamin	butter clam shell
note 47	John Hamilton Davis	cited form	-ows	his or her past tense, from -olh + -s
note 47	John Hamilton Davis	phonetic	[-oʊs]	the pronunciation of -ows
note 47	John Hamilton Davis	cited form	-owit	their past tense, from -olh + -it
note 47	John Hamilton Davis	phonetic	[-owit]	the pronunciation of -owit
note 47	John Hamilton Davis	cited form	-owap	your (pl.) past tense, from -olh + -ap
note 47	John Hamilton Davis	phonetic	[-owᴧp]	the pronunciation of -owap
note 48	John Hamilton Davis	cited form	ʔeythayem	my good luck
note 49	John Hamilton Davis	cited form	naʔa	rhetorical filler
note 50	John Hamilton Davis	cited form	nepamin	shell
note 50	John Hamilton Davis	cited form	nepamihîn	with a shell
note 50	John Hamilton Davis	cited form	nepît	inside of
note 50	John Hamilton Davis	cited form	nepesh	put into
note 50	John Hamilton Davis	cited form	k’we	he said, reported speech
note 51	John Hamilton Davis	cited affix	C1V1-	diminutive
note 51	John Hamilton Davis	cited form	qiwhtigan	beside
note 52	John Hamilton Davis	cited form	q’wit	beach; downhill toward the beach
note 52	John Hamilton Davis	cited form	q’waq’wthem	to narrate
note 53	John Hamilton Davis	cited form	xwit	emphasis
6 1	Mary George	transcription	ho sht kwa ʔe she whewhjemaya
6 1	John Hamilton Davis	phonetic	[ho št kwa ʔə šɪ çwuçwǰumayᴧ]
6 1	Mary George	translation	‘We went there to the little store.’
6 2	Mary George	transcription	sisaʔa cheychuy’ shez qam
6 2	John Hamilton Davis	phonetic	[sεsaʔa čiɪčuɪʔ šɪtθ qam]
6 2	Mary George	translation	‘Two (other) children were with me.’
6 3	Mary George	transcription	ʔey yaqat ch kw …
6 3	John Hamilton Davis	phonetic	[ʔiɪ yεqᴧt č kw … ]
6 3	Mary George	translation	‘And I (was going to) buy …’
6 4	Mary George	transcription	tho naʔa maʔem ʔe kw saplin ʔe she whuwhjumaya
6 4	John Hamilton Davis	phonetic	[θo naʔᴧ maʔəm ʔə kw saplεn ʔə šɪ çwuçwǰumayᴧ]
6 4	Mary George	translation	‘(I was) going to get bread at the little store.’
6 5	Mary George	transcription	hoho sht ga ʔiʔim.ig.ash
6 5	John Hamilton Davis	phonetic	[hoho št gᴧ ʔεʔεmɪgᴧš]
6 5	Mary George	translation	‘We were going walking together.’
6 6	Mary George	transcription	ho sht tes ʔe she whuwhjumaya
6 6	John Hamilton Davis	phonetic	[ho št tʌ́s ʔə šɪ çwuçwǰumayᴧ]
6 6	Mary George	translation	‘We got to the little store.’
6 7	Mary George	transcription	qwel’ chiat xapxapey
6 7	John Hamilton Davis	phonetic	[qwɔlʔ čyεt χapχapiɪ]
6 7	Mary George	translation	‘We came back.’
6 8	Mary George	transcription	hahays sht ga ʔiʔimash
6 8	John Hamilton Davis	phonetic	[hahaɪs št gᴧ ʔεʔεmᴧš]
6 8	Mary George	translation	‘We were walking slowly.’
6 9	Mary George	transcription	ʔeymot z’ok’w
6 9	John Hamilton Davis	phonetic	[ʔiɪmot t̀θok̀w]
6 9	Mary George	translation	‘It was a good day.’
6 10	Mary George	transcription	chiaʔat heyt tho ʔe te t’eshiusem
6 10	John Hamilton Davis	phonetic	[čyεʔεt hiɪt θo ʔə tə t̀εšyusəm]
6 10	Mary George	translation	‘(We) soon got to Sliammon village.’
6 11	Mary George	transcription	qakwem te cheychuy’ z qam
6 11	John Hamilton Davis	phonetic	[qakwʊm tə čiɪčuɪʔ tθ qam]
6 11	Mary George	translation	‘The children with me stopped.’
6 12	Mary George	transcription	qakwem ʔey naʔa xaxapey
6 12	John Hamilton Davis	phonetic	[qakwʊm ʔiɪ naʔᴧ χaχapiɪ]
6 12	Mary George	translation	‘They stopped and were turning back.’
6 13	Mary George	transcription	hoy ʔey hotho ch ʔot chianilh
6 13	John Hamilton Davis	phonetic	[hoɪ ʔiɪ hoθo č ʔot čyεnɪɬ]
6 13	Mary George	translation	‘Then I’m (the only one) going on (by myself).’
6 14	Mary George	transcription	hoy ʔey q’iyath.as.iw
6 14	John Hamilton Davis	phonetic	[hoɪ ʔiɪ q̀εyεθᴧsεʊ]
6 14	Mary George	translation	‘Then they (both) holler at me.’
6 15	Mary George	transcription	qwa gi xapey niʔithasiw
6 15	John Hamilton Davis	phonetic	[qwa gi χapiɪ nεʔεθᴧsεʊ]
6 15	Mary George	translation	‘“Come back!”, they say to me (together).’
6 16	Mary George	transcription	hoho ch xapey
6 16	John Hamilton Davis	phonetic	[hoho č χapiɪ]
6 16	Mary George	translation	‘I’m going back.’
6 17	Mary George	transcription	chiam’ chiap? niʔit ch
6 17	John Hamilton Davis	phonetic	[čyεmʔ čyεp nεʔεt č]
6 17	Mary George	translation	‘“What’s (the matter) with you guys?”, I say.’
6 18	Mary George	transcription	niʔ teyta te qaqay’ ʔolhqay hothot
6 18	John Hamilton Davis	phonetic	[nεʔ tiɪtᴧ tə qaqaɪʔ ʔoɬqaɪ hoθot]
6 18	Mary George	translation	‘“There’s a dead snake”, they say.’
6 19	Mary George	transcription	ku ʔewk’w sht ku tlexwt ʔeyt nimolh, hothot kwaʔan
6 19	John Hamilton Davis	phonetic	[kwu ʔuʊk̀w št kwu ƛɔχwt ʔiɪt nεmoɬ hoθot kwaʔᴧn]
6 19	Mary George	translation	‘“We’ve all got to spit!”, they say.’
6 20	Mary George	transcription	xaxayastîwh ch, niʔitas s tlexwt.eyt.s
6 20	John Hamilton Davis	phonetic	[χaχayεstεçw č nεʔεtᴧs s ƛɔχwtiɪts]
6 20	Mary George	translation	‘I was finding it strange (wondering why) they were saying to spit.’
6 21	Mary George	transcription	qwa ga tlexwt, nathasiw kwaʔan
6 21	John Hamilton Davis	phonetic	[qwa gᴧ ƛɔχwt naθasεʊ kwaʔᴧn]
6 21	Mary George	translation	‘“Come on, spit!”, they said that to me.’
6 22	Mary George	transcription	nesh.am.swh ʔe taʔa kweth tlexwt
6 22	John Hamilton Davis	phonetic	[nišamsçw ʔə taʔa kwɪθ ƛɔχwt]
6 22	Mary George	translation	‘“You spit on this side!”’ (“Let it be here that you spit!”)
6 23	Mary George	transcription	hot kwaʔan she cheychuy’
6 23	John Hamilton Davis	phonetic	[hot kwaʔᴧn šɪ čiɪčuɪʔ]
6 23	Mary George	translation	‘The children said that.’
6 24	Mary George	transcription	ʔot chwh ga whaʔ ʔaxtiy.swh.awh kwaʔan ʔey lhex k’we
6 24	John Hamilton Davis	phonetic	[ʔot čçw gᴧ çwaʔ ʔaχtεɪsçwᴧçw kwaʔᴧn ʔiɪ ɬᴧχ k̀wə]
6 24	Mary George	translation	‘If you don’t do that it’s bad (luck), they say.’
6 25	Mary George	transcription	niʔitem kwaʔan ʔə shems tl’axtl’ax, hothot
6 25	John Hamilton Davis	phonetic	[nεʔεtəm kwaʔᴧn ʔə šɪms ƛ̀aχƛ̀aχ hoθot]
6 25	Mary George	translation	‘“That’s what our parents say”, they said.’
6 26	Mary George	transcription	whaʔ ch ʔot chianilh
6 26	John Hamilton Davis	phonetic	[çwaʔ č ʔot čyεnɪɬ]
6 26	Mary George	translation	‘I didn’t (believe it) myself.’
6 27	Mary George	transcription	hoy ʔot z qesqesem
6 27	John Hamilton Davis	phonetic	[hoɪ ʔot tθ qʌ́sqəsəm]
6 27	Mary George	translation	‘I was just laughing.’ (grinning)
6 28	Mary George	transcription	whe ch texwnîwha’nolh chianilh kw nem’ kwaʔan
6 28	John Hamilton Davis	phonetic	[çwʊ č tɔχwnεçwaanoɬ čyεnɪɬ kw nʌ́mʔ kwaʔᴧn]
6 28	Mary George	translation	‘I didn’t know it was that way (when you see a dead snake).’
6 29	Mary George	transcription	tl’aya.th.as.iw, xwaxwaha.th.as ga tlexw.t.an
6 29	John Hamilton Davis	phonetic	[ƛ̀ayᴧθᴧsεʊ χwaχwahaθᴧs gᴧ ƛɔχwtᴧn]
6 29	Mary George	translation	‘They held me (on both sides) telling me to spit.’
6 30	Mary George	transcription	hi kw s neshams ʔe kw naʔa hos whewht’em kw t’egem ʔeth tlexwt
6 30	John Hamilton Davis	phonetic	[hε kw s nišams ʔə kw naʔᴧ hos çwʊçwt̀əm kw t̀ʌ́gəm ʔəθ ƛɔχwt]
6 30	Mary George	translation	‘To this side where the sun sets (is where) you spit.’
6 31	Mary George	transcription	jiaqaʔ ch ʔeyt tlexwt
6 31	John Hamilton Davis	phonetic	[ǰyæqᴧʔ č ʔiɪt ƛɔχwt]
6 31	Mary George	translation	‘So I did spit.’
6 32	Mary George	transcription	chiaʔat ga ʔa’jia qwayigans she chychuy’ ʔey hothotiw ʔe kwaʔan
6 32	John Hamilton Davis	phonetic	[čyεʔεt gᴧ ʔaaǰyε qwayεgᴧns šɪ čiɪčuɪʔ ʔiɪ hoθotεʊ ʔə kwaʔᴧn]
6 32	Mary George	translation	‘The children were immediately happy and they were saying this:’
6 33	Mary George	transcription	nem’ sem ʔe kw ʔeythim ʔe te naʔa ʔolhqay, ga axtiyawh kwiʔin, niʔithasiw
6 33	John Hamilton Davis	phonetic	[nʌ́mʔ səm ʔə kw ʔiɪθεm ʔə tə naʔᴧ ʔoɬqaɪ gᴧ ʔaχtiyᴧçw kwεʔεn nεʔεθasεʊ]
6 33	Mary George	translation	‘“Like that it will be good luck for you (from) the snake if you do that”, they told me.’
6 34	Mary George	transcription	tlexwt chian ga, hoy ʔey naʔa lhawsh sht te ʔolhqay
6 34	John Hamilton Davis	phonetic	[ƛɔχwt čyεn gᴧ hoɪ ʔiɪ naʔᴧ ɬaʊš št tə ʔoɬqaɪ]
6 34	Mary George	translation	‘I spit, then we left the snake.’
6 35	Mary George	transcription	ho sht ga, ʔiʔimigash ga
6 35	John Hamilton Davis	phonetic	[ho št gᴧ ʔεʔεmɪgᴧš gᴧ]
6 35	Mary George	translation	‘We walked along together.’
6 36	Mary George	transcription	gagayat ch she cheychuy’ kwenas chiam’ kw naʔ.s ʔewh na’m.it ʔe sheʔen
6 36	John Hamilton Davis	phonetic	[gagayεt č šɪ čiɪčuɪʔ kwʊnᴧs čyεmʔ kw naʔs ʔᴧçw naamɪt ʔə šiʔɪn]
6 36	Mary George	translation	‘I was asking the children why they are like this.’
6 37	Mary George	transcription	q’waq’wthem ga ʔe she cheychuy’ ʔe kw naʔs taʔaw ʔe kw naʔs tl’axtl’ax
6 37	John Hamilton Davis	phonetic	[q̀waq̀wθəm gᴧ ʔə šɪ čiɪčuɪʔ ʔə kw naʔs taʔaʊ ʔə kw naʔs ƛ̀aχƛ̀aχ]
6 37	Mary George	translation	‘The children told about the teachings of their (own) parents.’
6 38	Mary George	transcription	kw s ʔey.t.et k’we ga ʔaxtiy.swh.awh kwiʔin kw ʔolhqay
6 38	John Hamilton Davis	phonetic	[kwɪs ʔiɪtɪt k̀wə gᴧ ʔaχtεysçwᴧçw kwεʔεn kw ʔoɬqaɪ]
6 38	Mary George	translation	‘That it’s good luck (good fortune) for you if you do that to/for a snake.’
6 39	Mary George	transcription	ʔey xaxnathis ʔe sheʔen she ʔolhqay
6 39	John Hamilton Davis	phonetic	[ʔiɪ χaχnᴧθεs ʔə šiʔɪn šɪ ʔoɬqaɪ]
6 39	Mary George	translation	‘And the snake is offering you that.’
6 40	Mary George	transcription	ga whaʔawh ʔaxtiy.swh.awh ʔe sheʔen she ʔolhqay
6 40	John Hamilton Davis	phonetic	[gᴧ çwaʔaçw ʔaχtεɪsçwᴧçw ʔə šiʔɪn šɪ ʔoɬqaɪ]
6 40	Mary George	translation	‘If you don’t do that (to/for) the snake.’
6 41	Mary George	transcription	taʔat ch ʔot ch’eyetolh kw nem’
6 41	John Hamilton Davis	phonetic	[taʔat č ʔot č̀iyɪtoɬ kw nᴧmʔ]
6 41	Mary George	translation	‘I used to hear it like that.’
6 42	Mary George	transcription	whe ch q’aq’aymita’nolh
6 42	John Hamilton Davis	phonetic	[çwʊ č q̀aq̀aɪmεtaanoɬ]
6 42	Mary George	translation	‘I didn’t believe it.’
6 43	Mary George	transcription	hihiw ch ga q’aymit qwel’
6 43	John Hamilton Davis	phonetic	[hεhεʊ č gᴧ q̀aɪmεt qwɔlʔ]
6 43	Mary George	translation	‘I’ve come to really believe it.’
6 44	Mary George	transcription	ʔey qwel’ chian ʔiʔaytenstîwh ʔaju
6 44	John Hamilton Davis	phonetic	[ʔiɪ qwɔlʔ čyεn ʔεʔaɪtənstɪçw ʔaǰu]
6 44	Mary George	translation	‘And I’ve come to find it comfortable, too.’
note 54	John Hamilton Davis	cited affix	C1V1-	diminutive
note 54	John Hamilton Davis	cited form	whajesh	sell it
note 54	John Hamilton Davis	phonetic	[çwaǰiš]	sell it
note 54	John Hamilton Davis	cited form	whejem	sell something
note 54	John Hamilton Davis	phonetic	[çwuǰum]	sell something
note 55	John Hamilton Davis	cited form	sisaʔa	two people
note 55	John Hamilton Davis	cited form	she	ART
note 55	John Hamilton Davis	cited form	z	my
note 55	John Hamilton Davis	cited form	qam	companion
note 56	John Hamilton Davis	cited affix	-ig-	plural
note 56	John Hamilton Davis	cited affix	-iw	plural
note 56	John Hamilton Davis	cited form	ʔilhten	to eat
note 56	John Hamilton Davis	cited form	ʔilhiwten	they eat together
note 57	John Hamilton Davis	cited form	chiat	we
note 57	John Hamilton Davis	cited form	sht	we
note 57	John Hamilton Davis	cited affix	-at	we
note 58	John Hamilton Davis	cited form	heyt	recent or immediate past
note 58	John Hamilton Davis	cited form	chiaʔat	short time
note 59	John Hamilton Davis	note	Mary George often added a full pronoun at the end of a sentence.
note 60	John Hamilton Davis	cited form	chiap	you guys
note 61	John Hamilton Davis	cited form	/ʔəwk̀w/	the underlying form of ʔewk’w
note 61	John Hamilton Davis	phonetic	[ʔuʊk̀w]	the surface form
note 61	John Hamilton Davis	cited form	ʔeyt	definitely
note 61	John Hamilton Davis	cited form	ho ch ʔeyt	I’m going (now)
note 62	John Hamilton Davis	cited form	nesh	here
note 62	John Hamilton Davis	cited affix	-am	location
note 62	John Hamilton Davis	cited affix	-swh	causative
note 62	John Hamilton Davis	cited form	kw	ART
note 62	John Hamilton Davis	cited form	th	your
note 62	John Hamilton Davis	cited form	tlexwt	spit
note 63	John Hamilton Davis	cited affix	C1əC2-	plural
note 64	John Hamilton Davis	cited form	ʔaxtiy	thus, the same
note 64	John Hamilton Davis	cited affix	-swh	cause
note 64	John Hamilton Davis	cited affix	-awh	you
note 65	John Hamilton Davis	cited form	she	ART
note 65	John Hamilton Davis	cited form	ms	our
note 66	John Hamilton Davis	cited form	nem’	like that
note 67	John Hamilton Davis	cited form	tl’ayat	to hold
note 67	John Hamilton Davis	cited form	xwahat	to order or command
note 68	John Hamilton Davis	cited affix	C1V1-	the prefix on what’em
note 68	John Hamilton Davis	cited form	what’em	fall
note 69	John Hamilton Davis	cited form	jiaqaʔ	I wasn’t planning to; reluctantly?
note 69	John Hamilton Davis	cited form	ʔeyt	definitely
note 70	John Hamilton Davis	cited affix	-it	their
note 70	John Hamilton Davis	cited form	ʔewh na’mit	their being thus
note 71	John Hamilton Davis	cited form	taʔaw	teachings
note 72	John Hamilton Davis	cited form	taʔat	usually, often
note 73	John Hamilton Davis	cited form	q’aymit	believe it
7 1	Mary George	transcription	hoholh chiat taʔat ʔe kw show sxoxolh
7 1	John Hamilton Davis	phonetic	[hohoɬ čyεt taʔat ʔə kw show sχwoχwoɬ]
7 1	Mary George	translation	‘We used to go to the movies in the old days.’
7 2	Mary George	transcription	xwit ch heyt z tl’axtl’axajolh ʔe sheʔen
7 2	John Hamilton Davis	phonetic	[χwεt č hiɪt tθ ƛ̀aχƛ̀aχaǰʊɬ ʔə šiʔɪn]
7 2	Mary George	translation	‘I was a little older (more grown up) then.’
7 3	Mary George	transcription	hoho sht ga taʔat ʔe kw show
7 3	John Hamilton Davis	phonetic	[hoho št gᴧ taʔat ʔə kw show]
7 3	Mary George	translation	‘We used to go to the show.’
7 4	Mary George	transcription	pal a night kw nan.ow.s sheʔen show
7 4	John Hamilton Davis	phonetic	[pal a night kw nanoʊs šiʔɪn show]
7 4	Mary George	translation	‘pal-a-night was the name of that show.’
7 5	Mary George	transcription	sisaʔa chiap k’we ʔey ʔolhteg.eyt chiap ʔe kw kwata
7 5	John Hamilton Davis	phonetic	[sεsaʔa čyεp k̀wə ʔiɪ ʔoɬtɪgiɪt čyεp ʔə kw kwatᴧ]
7 5	Mary George	translation	‘Let’s say you are two people, and (then) you go inside for a quarter.’
7 6	Mary George	transcription	qaxayamot sht ga hihiw
7 6	John Hamilton Davis	phonetic	[qaχayᴧmot št gᴧ hεhεʊ]
7 6	Mary George	translation	‘There were a lot of us.’
7 7	Mary George	transcription	ʔewk’w ku xway shez qemqa’molh hilh
7 7	John Hamilton Davis	phonetic	[ʔuʊk̀w kwu χwaɪ šɪtθ qᴧmqaamoɬ hεɬ]
7 7	Mary George	translation	‘All of my companions have died.’
7 8	Mary George	transcription	hoholh sht ʔimash.ma
7 8	John Hamilton Davis	phonetic	[hohoɬ št ʔεmᴧšma]
7 8	Mary George	translation	‘We went by walking.’
7 9	Mary George	transcription	ho sht tes ʔe kw tihsk’wat
7 9	John Hamilton Davis	phonetic	[ho št tʌ́s ʔə kw tihsk̀wat]
7 9	Mary George	translation	‘We went (all the way) to Powell River.’
7 10	Mary George	transcription	hoy ga te naʔa picture show hoy ʔey ʔimashma sht xapey
7 10	John Hamilton Davis	phonetic	[hoɪ gᴧ tə naʔᴧ picture show hoɪ ʔiɪ ʔεmᴧšma št χapiɪ]
7 10	Mary George	translation	‘The picture show was over, then we walked back.’
7 11	Mary George	transcription	ʔeymot nat, tachem kw naʔa t’egem, tachem kw kusen
7 11	John Hamilton Davis	phonetic	[ʔiɪmot nat tačɪm kw naʔᴧ t̀ᴧgᴧm tačɪm kw kwusən]
7 11	Mary George	translation	‘It was a very good night, the moon was out, the stars were out.’
7 12	Mary George	transcription	qwel’ chiaʔat jiajew’
7 12	John Hamilton Davis	phonetic	[qwɔlʔ čyεʔεt ǰyεǰuʊʔ]
7 12	Mary George	translation	‘We were coming almost home.’
7 13	Mary George	transcription	hahays sht ʔiʔimash.ma
7 13	John Hamilton Davis	phonetic	[hahaɪs št ʔεʔεmᴧšma]
7 13	Mary George	translation	‘We were walking slowly.’
7 14	Mary George	transcription	qwaqway kw xixniq’
7 14	John Hamilton Davis	phonetic	[qwaqwaɪ kw χεχnεq̀]
7 14	Mary George	translation	‘The (great horned) owls were talking.’
7 15	Mary George	transcription	chek’wtigans te ʔemʔimin
7 15	John Hamilton Davis	phonetic	[čʊk̀wtεgᴧns tə ʔʌ́mʔεmɪn]
7 15	Mary George	translation	‘On both sides of the roads.’
7 16	Mary George	transcription	seysaystomolhas ga
7 16	John Hamilton Davis	phonetic	[siɪsᴧɪstomoɬᴧs gᴧ]
7 16	Mary George	translation	‘Tthey were scaring us.’
7 17	Mary George	transcription	ho sht tes ʔe she naʔa t’eshiusem
7 17	John Hamilton Davis	phonetic	[ho št tʌ́s ʔə šɪ naʔᴧ t̀ɪšyusəm]
7 17	Mary George	translation	‘We came to Sliammon.’ (to the Sliammon area)
7 18	Mary George	transcription	tihmotolh she jiajia niʔolh ʔe she naʔa she q’witayin ʔimin ʔeschiaʔat
7 18	John Hamilton Davis	phonetic	[tihmotoɬ šɪ ǰyεǰyε nεʔoɬ ʔə šɪ naʔᴧ šɪ q̀wεtayɪn ʔεmɪn ʔəsčyεʔεt]
7 18	Mary George	translation	‘There was a big tree where the road is going down now.’
7 19	Mary George	transcription	tihmotolh she niʔolh ʔe sheʔen jiajia
7 19	John Hamilton Davis	phonetic	[tihmotoɬ šɪ nεʔoɬ ʔə šiʔɪn ǰyεǰyε]
7 19	Mary George	translation	‘The tree that was there was really big.’
7 20	Mary George	transcription	k’wenʔem shez noʔotolh ʔe chianiy naʔa jiajia ʔe xixniq’ ʔe niʔ kwamît shiaʔt tihiwsmot hihiw
7 20	John Hamilton Davis	phonetic	[k̀wʊnʔəm šɪtᶿ noʔotoɬ ʔə čyεniɪ naʔᴧ ǰyεǰyε ʔə χεχnεq̀ ʔə nεʔ kwamεt šyεʔt tihεʊsmot hεhεʊ]
7 20	Mary George	translation	‘My own relative saw in the tree an owl there perched up high, really big-bodied.’
7 21	Mary George	transcription	z’ez’q’at chian, ʔa’jia? niʔithas ʔe kwaʔan
7 21	John Hamilton Davis	phonetic	[t̀θɪt̀θq̀at čyεn ʔaaǰyε nεʔεθᴧs ʔə kwaʔᴧn]
7 21	Mary George	translation	‘“I’m gonna throw at him, okay?” he said this to me.’
7 22	Mary George	transcription	qwayigan z’ayz’ojus chwh ʔeth z’ez’q’at naʔa xixniq’, nat chian ʔe kwaʔan
7 22	John Hamilton Davis	phonetic	[qwayεgᴧn t̀θaɪt̀θoǰus čçw ʔəθ t̀θɪt̀θq̀at naʔᴧ χεχnεq̀ nat čyεn ʔə kwaʔᴧn]
7 22	Mary George	translation	‘“I think you’re crazy to throw (rocks) at an owl,” I said this.’
7 23	Mary George	transcription	whaʔ ʔot
7 23	John Hamilton Davis	phonetic	[çwaʔ ʔot]
7 23	Mary George	translation	‘He disagreed.’
7 24	Mary George	transcription	z’ez’q’atas te xixniq’
7 24	John Hamilton Davis	phonetic	[t̀θɪt̀θq̀atᴧs tə χεχnεq̀]
7 24	Mary George	translation	‘He was throwing at the owl.’
7 25	Mary George	transcription	hoy ʔot s tix.ayin.s she xixniq’ taʔat
7 25	John Hamilton Davis	phonetic	[hoɪ ʔot s tεχayɪns šɪ χεχnεq̀ taʔat]
7 25	Mary George	translation	‘The owl would only spread its wings (repeatedly/each time).’
7 26	Mary George	transcription	z’ez’qa····tas qajey
7 26	John Hamilton Davis	phonetic	[t̀θɪt̀θq̀ata····s qᴧǰiɪ]
7 26	Mary George	translation	‘He kept on throwing.’
7 27	Mary George	transcription	hoy ʔot s tix.ayin.s she naʔa xixniq’
7 27	John Hamilton Davis	phonetic	[hoɪ ʔot s tεχayɪns šɪ naʔᴧ χεχnεq̀]
7 27	Mary George	translation	‘The owl only spread its wings.’
7 28	Mary George	transcription	tihmot she xixniq’
7 28	John Hamilton Davis	phonetic	[tihmot šɪ χεχnεq̀]
7 28	Mary George	translation	‘It was a big owl.’
7 29	Mary George	transcription	papkwatolh ch
7 29	John Hamilton Davis	phonetic	[papkwatoɬ č]
7 29	Mary George	translation	‘I was staring at it.’
7 30	Mary George	transcription	k’wenî····t ch te shiaʔt
7 30	John Hamilton Davis	phonetic	[k̀wʊnε····t č tə šyεʔt]
7 30	Mary George	translation	‘I was looking up.’
7 31	Mary George	transcription	what’em jiaqaʔ qwel’ she xeyxa’jeys
7 31	John Hamilton Davis	phonetic	[çwat̀əm ǰyæqᴧʔ qwɔlʔ šɪ χεɪχaaǰiɪs]
7 31	Mary George	translation	‘The rocks came falling (from up there).’
7 32	Mary George	transcription	ho sht kwey’kwey’t ʔe te kwa’jiamin
